"alpha","alpha_ci_lower","alpha_ci_upper","omega","omega_ci_lower","omega_ci_upper","true_omega","coverage_alpha","coverage_omega","bias_alpha","bias_omega","loading_type","n","n_items"
0.881158637637989,0.85912847242642,0.903498037313931,0.894637435139344,0.877385526696581,0.91260080371057,0.915542691433092,0,0,0.0343840537951026,0.0209052562937481,"high_var",250,18
0.9095268076786,0.895796337236404,0.921377266954018,0.916761059547182,0.90283552779849,0.933143135247321,0.915542691433092,1,1,0.00601588375449136,-0.00121836811408993,"high_var",250,18
0.91245150787886,0.894194098943344,0.926485225228365,0.920193188043596,0.904646172932688,0.929023547725258,0.915542691433092,1,1,0.00309118355423132,-0.00465049661050454,"high_var",250,18
0.914101852907008,0.899736502838499,0.926925426575778,0.920959233420351,0.902567917732688,0.935197480938417,0.915542691433092,1,1,0.00144083852608357,-0.00541654198725905,"high_var",250,18
0.909046565010615,0.892126182612219,0.922033282379243,0.919205713203057,0.900402989911159,0.93327939946864,0.915542691433092,1,1,0.00649612642247699,-0.00366302176996525,"high_var",250,18
0.901519446173903,0.870773964323093,0.916647102290811,0.910166669600441,0.886793237094714,0.926269084488998,0.915542691433092,1,1,0.0140232452591891,0.00537602183265062,"high_var",250,18
0.899021776750937,0.881721483666207,0.914041605766122,0.908130612299187,0.890966963968871,0.922193162690962,0.915542691433092,0,1,0.0165209146821551,0.00741207913390518,"high_var",250,18
0.90256062131806,0.886153025687222,0.919653801827361,0.911565673174014,0.895294048540044,0.926014265160753,0.915542691433092,1,1,0.0129820701150317,0.00397701825907759,"high_var",250,18
0.912796167312337,0.893617618417213,0.930082650580307,0.922000533870452,0.902851099083885,0.936317940046915,0.915542691433092,1,1,0.00274652412075471,-0.00645784243736003,"high_var",250,18
0.904759638745587,0.882244262699613,0.916955234973533,0.913314128049701,0.897066743694174,0.926760186831472,0.915542691433092,1,1,0.0107830526875048,0.0022285633833905,"high_var",250,18
0.89960161909849,0.881343060754576,0.914644114046971,0.910130969246436,0.892925418145424,0.923880711397091,0.915542691433092,0,1,0.0159410723346016,0.00541172218665531,"high_var",250,18
0.924090675524469,0.912118650954818,0.934023913685883,0.932257263198077,0.921249444847294,0.941154207782517,0.915542691433092,1,0,-0.00854798409137747,-0.0167145717649851,"high_var",250,18
0.918581734393161,0.900658270927417,0.931399585174132,0.928226829219161,0.909439370645533,0.941570264607666,0.915542691433092,1,1,-0.00303904296006974,-0.0126841377860688,"high_var",250,18
0.905519996797155,0.879100776668037,0.922055317401303,0.915142967886162,0.889501534430632,0.926909324207419,0.915542691433092,1,1,0.0100226946359366,0.000399723546930075,"high_var",250,18
0.896438414744023,0.877274563323371,0.911760327318709,0.906081107906887,0.885265990290927,0.919838504878491,0.915542691433092,0,1,0.019104276689069,0.00946158352620485,"high_var",250,18
0.904901665438493,0.883185298326723,0.917880064483146,0.91465532044535,0.90180038423129,0.928887332121964,0.915542691433092,1,1,0.010641025994599,0.000887370987741498,"high_var",250,18
