"alpha","alpha_ci_lower","alpha_ci_upper","omega","omega_ci_lower","omega_ci_upper","true_omega","coverage_alpha","coverage_omega","bias_alpha","bias_omega","loading_type","n","n_items"
0.93592400509169,0.928033803828786,0.941472151220016,0.938814019076374,0.931542293165807,0.945838341496134,0.932074882245506,1,1,-0.00384912284618333,-0.00673913683086802,"medium_var",500,18
0.925474967774152,0.913849650127751,0.935775203464072,0.9287807277924,0.918277539846527,0.938193934156478,0.932074882245506,1,1,0.00659991447135411,0.00329415445310643,"medium_var",500,18
0.933716099827515,0.923695479988051,0.940771805919444,0.937302247063888,0.923582460552689,0.944419784359737,0.932074882245506,1,1,-0.00164121758200886,-0.00522736481838193,"medium_var",500,18
0.932962537853235,0.923053924322676,0.940950943977093,0.936684176001646,0.929130118802527,0.943070624350129,0.932074882245506,1,1,-0.000887655607728854,-0.00460929375613994,"medium_var",500,18
0.914586144186667,0.905186230985737,0.924488970899219,0.918103186255881,0.908501545749177,0.928584584394563,0.932074882245506,0,0,0.0174887380588389,0.0139716959896247,"medium_var",500,18
0.926885066379894,0.915998431103725,0.935738345660404,0.929673018200584,0.921473665787817,0.939678853681829,0.932074882245506,1,1,0.00518981586561196,0.00240186404492226,"medium_var",500,18
0.923017934522572,0.911670281468231,0.933239100578337,0.926470257656216,0.916391199191495,0.933110810501034,0.932074882245506,1,1,0.00905694772293375,0.00560462458929023,"medium_var",500,18
0.923323243660685,0.910998902368021,0.934283026553799,0.926417696893647,0.917939706916239,0.934881368053612,0.932074882245506,1,1,0.00875163858482075,0.00565718535185944,"medium_var",500,18
0.923292062204051,0.911981134817222,0.933674848219679,0.926442389359653,0.91622735537533,0.934440057981864,0.932074882245506,1,1,0.00878282004145481,0.00563249288585332,"medium_var",500,18
0.925498738827046,0.91622529176393,0.93435499742013,0.928807823854791,0.916281948044359,0.936872140281484,0.932074882245506,1,1,0.00657614341846047,0.0032670583907155,"medium_var",500,18
0.933029176644407,0.921951011986116,0.939656273413794,0.936413448437466,0.926175515827202,0.945969432510997,0.932074882245506,1,1,-0.000954294398900712,-0.00433856619195994,"medium_var",500,18
0.930273309681851,0.921888199379374,0.937104485341352,0.934240727997632,0.926646889437311,0.941316807897344,0.932074882245506,1,1,0.00180157256365543,-0.00216584575212553,"medium_var",500,18
0.930678936421658,0.919894378375143,0.939036635038373,0.933801058475921,0.924168625789699,0.943364813785254,0.932074882245506,1,1,0.00139594582384839,-0.00172617623041516,"medium_var",500,18
0.933378438922853,0.923165478443871,0.941710539457921,0.93630086864436,0.92909424685337,0.943972959166267,0.932074882245506,1,1,-0.00130355667734727,-0.00422598639885419,"medium_var",500,18
0.931989673098548,0.922333445623218,0.939137720911906,0.935533873942814,0.924843375968593,0.942620870151705,0.932074882245506,1,1,8.52091469586425e-05,-0.00345899169730746,"medium_var",500,18
0.924401118866412,0.913400240729967,0.932464245794869,0.927518920568246,0.919091085216578,0.936348681725397,0.932074882245506,1,1,0.00767376337909442,0.00455596167726058,"medium_var",500,18
0.929853197338609,0.918855293385792,0.938978252845252,0.933115558864044,0.924043969462679,0.942763340768424,0.932074882245506,1,1,0.00222168490689734,-0.00104067661853813,"medium_var",500,18
0.933434337432709,0.924344431363158,0.94109190338936,0.936227109518802,0.927166479059348,0.941811205033403,0.932074882245506,1,1,-0.00135945518720304,-0.00415222727329556,"medium_var",500,18
0.930247204036947,0.920208270983504,0.938038028107194,0.934118615869522,0.926092106979751,0.941681060439858,0.932074882245506,1,1,0.00182767820855956,-0.00204373362401611,"medium_var",500,18
0.927025475718588,0.915034957057703,0.934833538607372,0.929878258420537,0.919619173835319,0.938407721360063,0.932074882245506,1,1,0.00504940652691777,0.00219662382496966,"medium_var",500,18
0.929218441530031,0.919764447285832,0.937026468252097,0.931574970950843,0.918789438327,0.93976355271661,0.932074882245506,1,1,0.00285644071547508,0.000499911294662758,"medium_var",500,18
0.935499493105616,0.925338243601841,0.942993241958268,0.938666414593851,0.930176908628621,0.945865339904496,0.932074882245506,1,1,-0.00342461086010959,-0.00659153234834442,"medium_var",500,18
0.93343840546261,0.923429646095378,0.941346389546042,0.936325947469731,0.926917486384033,0.943628795925644,0.932074882245506,1,1,-0.00136352321710398,-0.0042510652242248,"medium_var",500,18
0.934435448104147,0.924964312629558,0.941695597946128,0.937796469719466,0.929004445927914,0.94620790041416,0.932074882245506,1,1,-0.00236056585864075,-0.00572158747395934,"medium_var",500,18
0.927070606816871,0.918529281069568,0.936002299450162,0.930330740457275,0.920724841895204,0.939614395022622,0.932074882245506,1,1,0.00500427542863557,0.00174414178823157,"medium_var",500,18
0.931532004363572,0.921941703165046,0.939999804181228,0.934875008599697,0.924982089868354,0.942738656497458,0.932074882245506,1,1,0.000542877881934523,-0.00280012635419102,"medium_var",500,18
0.92758285452598,0.917971399819176,0.936422416652793,0.930777668616451,0.920996861027172,0.938716719242368,0.932074882245506,1,1,0.00449202771952673,0.00129721362905544,"medium_var",500,18
0.931275233233246,0.918854718591936,0.93947765793121,0.933963857090686,0.92459399283416,0.942047653729498,0.932074882245506,1,1,0.00079964901226004,-0.0018889748451798,"medium_var",500,18
0.929189933228645,0.919255726542167,0.935170075336491,0.932188365094157,0.923795352600437,0.940326194023999,0.932074882245506,1,1,0.00288494901686098,-0.000113482848650426,"medium_var",500,18
0.929847257717866,0.918665372529219,0.941162195232822,0.933678949665473,0.924870013946098,0.941865082780841,0.932074882245506,1,1,0.00222762452763969,-0.00160406741996644,"medium_var",500,18
0.927518361277066,0.915505057793264,0.93550109701851,0.930564975789736,0.921485379900549,0.938737291719038,0.932074882245506,1,1,0.00455652096844061,0.00150990645576987,"medium_var",500,18
0.93177206113372,0.921222812374744,0.938831381520547,0.935198362057525,0.927135924355949,0.944042717249695,0.932074882245506,1,1,0.000302821111786478,-0.00312347981201899,"medium_var",500,18
0.931830236449752,0.924355158785374,0.938963544408894,0.934470759691158,0.923099208971901,0.943766025722877,0.932074882245506,1,1,0.000244645795753895,-0.00239587744565151,"medium_var",500,18
0.928116686428468,0.915676847502912,0.934827726148662,0.931807584172265,0.924166144810483,0.939331945553966,0.932074882245506,1,1,0.00395819581703816,0.000267298073241218,"medium_var",500,18
0.927722340847095,0.91915547821384,0.93576889032957,0.931414878617125,0.922377267646452,0.940022098193111,0.932074882245506,1,1,0.00435254139841112,0.000660003628380812,"medium_var",500,18
0.927207919554292,0.918834981312614,0.935357071353204,0.931355381733265,0.923240244322385,0.938768552351601,0.932074882245506,1,1,0.00486696269121456,0.000719500512241456,"medium_var",500,18
0.922647809035626,0.907564537367971,0.933944742197313,0.92554449913504,0.913932698920944,0.936345392223829,0.932074882245506,1,1,0.00942707320988023,0.00653038311046572,"medium_var",500,18
0.930628687014221,0.922184831411383,0.939093130913493,0.934035909273585,0.92414492859248,0.941356679964774,0.932074882245506,1,1,0.0014461952312852,-0.00196102702807932,"medium_var",500,18
0.918311643597566,0.906882610060343,0.927560929243377,0.921667436365747,0.909467259871183,0.930400211962061,0.932074882245506,0,0,0.0137632386479403,0.0104074458797588,"medium_var",500,18
0.927839592627342,0.920054427271343,0.935733052242965,0.931398266751618,0.921979724870513,0.938281076310824,0.932074882245506,1,1,0.00423528961816377,0.000676615493888644,"medium_var",500,18
0.93415269329689,0.925600931952455,0.941983695435473,0.936799538014301,0.92932802324738,0.945222118681386,0.932074882245506,1,1,-0.00207781105138349,-0.00472465576879466,"medium_var",500,18
0.92628074123553,0.914512566028182,0.933426950465765,0.929143793167955,0.91685963815095,0.937447587954338,0.932074882245506,1,1,0.00579414100997666,0.00293108907755146,"medium_var",500,18
0.925579941735944,0.912989282175534,0.935281204560009,0.929145057269347,0.919858786002564,0.937788313033108,0.932074882245506,1,1,0.0064949405095619,0.00292982497615868,"medium_var",500,18
0.926549809074781,0.917625510156284,0.933397134943359,0.92985713178568,0.923348488772605,0.937691020015322,0.932074882245506,1,1,0.00552507317072537,0.0022177504598262,"medium_var",500,18
