"alpha","alpha_ci_lower","alpha_ci_upper","omega","omega_ci_lower","omega_ci_upper","true_omega","coverage_alpha","coverage_omega","bias_alpha","bias_omega","loading_type","n","n_items"
0.9489911402696,0.942154930815133,0.955083812483908,0.949067914772983,0.942155594784343,0.95616925999543,0.945337620578778,1,1,-0.00365351969082228,-0.00373029419420479,"tau_equivalent",500,18
0.944335979338382,0.933980327819654,0.952201668521665,0.944423050056339,0.935702560056826,0.951044561216596,0.945337620578778,1,1,0.00100164124039592,0.000914570522439262,"tau_equivalent",500,18
0.944667638443004,0.935338816345333,0.950057717065532,0.944759300419104,0.937577547813602,0.95105898739354,0.945337620578778,1,1,0.000669982135774294,0.000578320159673962,"tau_equivalent",500,18
0.946773755760301,0.935450262975365,0.954387792058759,0.946859296675565,0.93683949951758,0.954736619993545,0.945337620578778,1,1,-0.00143613518152341,-0.00152167609678677,"tau_equivalent",500,18
0.944517410872437,0.936691526556382,0.950018312323018,0.944587983901336,0.93635376422169,0.950867715735356,0.945337620578778,1,1,0.000820209706341446,0.000749636677442322,"tau_equivalent",500,18
0.948621356304159,0.942217857677519,0.953650844847289,0.948718736467984,0.941499525836345,0.955719265532808,0.945337620578778,1,1,-0.00328373572538054,-0.00338111588920575,"tau_equivalent",500,18
0.942256330247403,0.932798446200883,0.947612328765681,0.942362313331278,0.934046688880792,0.94790418268047,0.945337620578778,1,1,0.00308129033137461,0.00297530724749984,"tau_equivalent",500,18
0.948580316969406,0.940476585134227,0.954683410922135,0.948658205768726,0.941870337137541,0.956232768167386,0.945337620578778,1,1,-0.00324269639062824,-0.00332058518994782,"tau_equivalent",500,18
0.943226627421171,0.93412239195933,0.949341650961513,0.943326647786084,0.935548717162574,0.950237584377816,0.945337620578778,1,1,0.00211099315760654,0.00201097279269447,"tau_equivalent",500,18
0.944436102372733,0.936729952934964,0.951265316689586,0.944558495660892,0.938466953377995,0.951757692487573,0.945337620578778,1,1,0.000901518206045115,0.000779124917885676,"tau_equivalent",500,18
0.944950226623365,0.937353896264209,0.950787607993178,0.945008870266482,0.939678296011846,0.952155605738068,0.945337620578778,1,1,0.000387393955412763,0.000328750312296067,"tau_equivalent",500,18
0.947582726154794,0.940505137951868,0.953387754699258,0.947648437553703,0.941474585617348,0.953450140373788,0.945337620578778,1,1,-0.00224510557601576,-0.00231081697492519,"tau_equivalent",500,18
0.946245614081311,0.937804326212991,0.953245101222299,0.946463805185547,0.936889377883792,0.954278562132612,0.945337620578778,1,1,-0.000907993502532678,-0.00112618460676939,"tau_equivalent",500,18
0.947972504936386,0.938809316997305,0.954982868199146,0.948054352463554,0.941212892694154,0.953132920543102,0.945337620578778,1,1,-0.00263488435760773,-0.00271673188477606,"tau_equivalent",500,18
0.949413124400268,0.942408217836788,0.956649949864895,0.949554431784335,0.940878700901192,0.955703297467483,0.945337620578778,1,1,-0.00407550382148969,-0.00421681120555673,"tau_equivalent",500,18
0.946064874963647,0.937981334513731,0.951855835867955,0.946212878818672,0.939343050957605,0.952567539883288,0.945337620578778,1,1,-0.000727254384869314,-0.00087525823989365,"tau_equivalent",500,18
0.944639247087623,0.936720080902293,0.950710969111479,0.944727727213023,0.934850799182642,0.951808883240173,0.945337620578778,1,1,0.000698373491155313,0.000609893365755232,"tau_equivalent",500,18
0.942915704337429,0.934434138151106,0.949551917369874,0.943062626831624,0.935956830799738,0.95095897551138,0.945337620578778,1,1,0.00242191624134935,0.00227499374715445,"tau_equivalent",500,18
0.944989770487495,0.937528372905439,0.950961617145996,0.945209119364707,0.939369165856936,0.952413982762552,0.945337620578778,1,1,0.000347850091282575,0.000128501214070931,"tau_equivalent",500,18
0.946659108897011,0.938162896800263,0.952969721707247,0.946734262771184,0.939179465383403,0.952169306923392,0.945337620578778,1,1,-0.00132148831823298,-0.00139664219240621,"tau_equivalent",500,18
0.944626640422088,0.937499206956091,0.951118320404659,0.944807569197663,0.938147770341443,0.951663709943669,0.945337620578778,1,1,0.000710980156690244,0.000530051381115282,"tau_equivalent",500,18
0.948665608420647,0.940691732716007,0.95538445315542,0.948734295845182,0.94066367577326,0.955766801038474,0.945337620578778,1,1,-0.00332798784186894,-0.00339667526640386,"tau_equivalent",500,18
0.943815534475067,0.936211122514602,0.951366532666124,0.943943523440482,0.9367288019073,0.95087667546904,0.945337620578778,1,1,0.0015220861037113,0.0013940971382963,"tau_equivalent",500,18
0.947771883823224,0.939669039982112,0.953805740271762,0.947903345858449,0.938299850169343,0.954554547446964,0.945337620578778,1,1,-0.00243426324444573,-0.00256572527967125,"tau_equivalent",500,18
0.941837771237713,0.934465789392889,0.94871291778121,0.941931227756387,0.933742669863839,0.949866436480757,0.945337620578778,1,1,0.00349984934106551,0.00340639282239097,"tau_equivalent",500,18
0.943866581101694,0.93518798094044,0.949168486875608,0.944021112171457,0.937026472283835,0.950269421759114,0.945337620578778,1,1,0.0014710394770836,0.00131650840732112,"tau_equivalent",500,18
0.943940651430692,0.936242770644038,0.950555537019422,0.944053779048604,0.936640670831721,0.949875857846149,0.945337620578778,1,1,0.00139696914808629,0.00128384153017391,"tau_equivalent",500,18
0.941326753529562,0.934664221770171,0.948895912194362,0.941401701006217,0.930579828799524,0.947131110975509,0.945337620578778,1,1,0.0040108670492156,0.0039359195725609,"tau_equivalent",500,18
0.94350361627734,0.934436417755293,0.950244906305877,0.943635579355222,0.9373059083499,0.950135084253478,0.945337620578778,1,1,0.00183400430143799,0.00170204122355566,"tau_equivalent",500,18
0.945500996396385,0.93698557275717,0.952707003513297,0.945604460679332,0.937552735604203,0.951706720480694,0.945337620578778,1,1,-0.00016337581760717,-0.000266840100554,"tau_equivalent",500,18
0.941553357331704,0.933310071880836,0.946349109841032,0.94167333735859,0.935439304982359,0.948247001264735,0.945337620578778,1,1,0.0037842632470737,0.00366428322018797,"tau_equivalent",500,18
